sku,product_name,dsc_product_brand_name,dsc_image_url,bi_category_one,bi_category_two,bi_category_three
FA113MW150ODONAFAMZ,Red Long-sleeved t shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/68/895852/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW12UC0WNAFAMZ,Just Do It T-Shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/65/240672/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA03XCHVNAFAMZ,Spartan Helmet MENS T-shirt bodybuilding mma gym fitness training workout top,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/06/594691/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1JEZ3UNAFAMZ,Kenyan T-shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/93/077562/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0EOEVYNAFAMZ,White/Navy Blue V-Neck T-Shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/24/653662/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0AY8GENAFAMZ,Mini Cooper T shirt Funny Classic Retro Car Joke Gift Grand Father Mens,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/18/393422/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW16NYC6NAFAMZ,Emoji Printed T-shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/71/661462/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW10O0Z2NAFAMZ,Fashion printing T-shirt long sleeve-Black,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/61/587182/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1EBE8ONAFAMZ,"Three 3 pack plain tshirts blue, black, grey",Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/84/512472/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0981JANAFAMZ,Men's Fashion Casual Stripes T-shirt Short Sleeved,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/15/491782/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1LRTW2NAFAMZ,Grey Africa Peace Tshirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/97/036562/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0IJCM6NAFAMZ,DEFENDER Classic Powerful Off Road vehicle T-Shirt Tee (XS to XXL) for UNISEX,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/31/135902/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0OTIBUNAFAMZ,King and Queen Couple T-shirts - Navy Blue,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/41/687562/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA04VYMGNAFAMZ,Round Neck Plain T-Shirt - maroon,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/08/209672/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0HTKTMNAFAMZ,Men's T-Shirt With Ankara Patchwork,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/29/933482/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0RO7UYNAFAMZ,Maroon Plain T-shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/46/479562/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0HZ3XNNAFAMZ,Round Neck Plain T-Shirt - White,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/30/191531/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW002HBMNAFAMZ,Ukoo Flani  Merchandise,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/00/115762/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA1CXDPRNAFAMZ,Plain Green T-shirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/82/178991/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1JLFI8NAFAMZ,Men Upgrade Design Game Of Thrones 3D Print  T-Shirt Casual s Tops Tees Cool T Shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/93/378752/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0AFCPKNAFAMZ,Nairobi Mtaa T shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/17/512472/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0BS8PANAFAMZ,Men's Punisher Skull Logo T-shirt Military Police Gym Bodybuilding Navy Seal TOP,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/19/793422/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1AWTE6NAFAMZ,Men's Punisher Skull Logo T-shirt Military Police Gym Bodybuilding Navy Seal TOP,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/78/793422/1.jpg,Men's clothing,T-shirts,Short sleeves
BR591MW0OF922NAFAMZ,Mens Short Sleeve Printed Round Neck Tee - 150 Grams,Jack & Jones,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/41/022362/1.jpg,Men's clothing,T-shirts,Short sleeves
BR591MW15OTLMNAFAMZ,Mens Short Sleeve Printed Round Neck Tee - 150 Grams,Jack & Jones,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/70/022362/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0TVS17NAFAMZ,Round Neck Plain T-Shirt - Red,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/50/191531/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW044IZ6NAFAMZ,2in1 Men's Casual T-shirt Sports Trousers -Grey,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/06/929682/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW09JPW2NAFAMZ,Black Got ur Back Tshirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/16/036562/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1JE89GNAFAMZ,Black Printed T-shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/93/042772/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0E2VTENAFAMZ,NWA Straight Outta Compton Men's Cotton Long Sleeve T-shirt Black,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/23/64917/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0LGAQYNAFAMZ,Two pack V-neck tshirts white and black,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/36/032362/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0AON6NNAFAMZ,2 in 1 Men's Fashion Short Sleeve Set - Grey,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/17/945951/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0T301NNAFAMZ,Couple casual sports suit short-sleeved trousers two-piece suit,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/48/848891/1.jpg,Men's clothing,T-shirts,Short sleeves
AF773AA0VVT7WNAFAMZ,Yellow Slim Fit Plain T-Shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/53/5523/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW131GCONAFAMZ,White Plain Cotton Tshirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/65/572872/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA1EI977NAFAMZ,New Stylish Men's Digital Printing Long Sleeve Floral Shirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/84/832531/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0L4S6HNAFAMZ,Men's ice silk quick-drying short-sleeved round neck t-shirt half-sleeved shirt-Khaki,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/35/495081/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0HUREWNAFAMZ,Winter Soldier Long Sleeve Black Iron Men Tshirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/29/98868/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1EI09UNAFAMZ,"Arsenal,Gunners T-shirt black and cap black",Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/84/820962/1.jpg,Men's clothing,T-shirts,Short sleeves
MA111AA0CSVCWNAFAMZ,Round Neck Plain T-Shirt -Royal Blue,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/21/5024/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0BFEV5NAFAMZ,Men Summer Bohe Floral Short Sleeve Hawaii Basic T Shirt Blo,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/19/194881/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0BVD7ANAFAMZ,Weed And Pizza Munchie Slogan men's (woman's available) quality t shirt black,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/19/939222/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA07P5AUNAFAMZ,"Unisex White Short Sleeve Printed T-shirt With ""I'm Not Argueing"" Image",Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/12/930582/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840MW0M5ELKNAFAMZ,Men's ice silk quick-drying short-sleeved round neck t-shirt half-sleeved shirt-Red,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/37/203752/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0VB0EFNAFAMZ,Fashion Men's Autumn Casual Formal Slim Fit Solid Long Sleeve Dress Shirt Top Blouse Menstye,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/52/581831/1.jpg,Men's clothing,T-shirts,Short sleeves
TS156AA06KUN7NAFAMZ,Jungle Green T- Shirt_Kenya,T SHIRTS HOUSE KENYA,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/11/050531/1.jpg,Men's clothing,T-shirts,Short sleeves
MA111AA0JIFYONAFAMZ,Yellow Slim Fit Plain T-Shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/32/7732/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840MW0N84WKNAFAMZ,It's Lit (TFLA),Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/39/010772/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840MW16DK9SNAFAMZ,Africa Kenya flag T shirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/71/176672/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1CJJ0ZNAFAMZ,Branded Couple's Matching T-Shirts – Black,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/81/532691/1.jpg,Men's clothing,T-shirts,Short sleeves
JA281AA0BLFBCNAFAMZ,Black Short Sleeved T-shirt Limited Edition,JACK&JONES,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/19/4754/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840SP19T7C2NAFAMZ,Professional Motorcycle Body Protection Motor Cross Racing Body Armor Spine Chest Protective Jacket Gear Back Support - Black,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/76/94525/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840MW11HJM2NAFAMZ,Tusker Tshirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/62/964362/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840SP1FA6DUNAFAMZ,Motorcycles Chest Back Body Protector Armour Vest Motorcycle Accessories Protective Gears Armour Jacket Waistcoat - Black,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/86/13525/1.jpg,Men's clothing,T-shirts,Short sleeves
MA983FA0L58SANAFAMZ,Plain Cotton Lycra T-shirt -Teal Blue,Mavazi Afrique,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/35/516602/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0XPRDYNAFAMZ,Breaking Bad Spongebob Heisenberg Funny Men's (woman's available) grey t shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/56/629222/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1BDQDHNAFAMZ,No Illusion T-shirt (black),Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/79/582661/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0MPC7ZNAFAMZ,Male af short sleeve POLO lapels Paul unlined upper garment business Xi502,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/38/133791/1.jpg,Men's clothing,T-shirts,Short sleeves
BR591MW06K8WQNAFAMZ,Mens Short Sleeve Printed Round Neck Tee - 150 Grams,Jack & Jones,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/11/022362/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW00ZZC0NAFAMZ,Men Couple     Casual Letter Printed T-Shirt Summer King Queen T Shirt Lovers Short Sleeve Round Neck White Tee Tops,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/01/678752/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1CAC2KNAFAMZ,"Three 3 pack plain tshirts blue, black, grey",Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/81/103772/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA00434ZNAFAMZ,whiskyky store Fashion Mens Summer Slim Casual African Print O-Neck Fit Short Sleeve Top Blouse,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/00/190691/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0KP4R5NAFAMZ,Men's Autumn Casual Formal Slim Fit Solid Long Sleeve Dress,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/34/764881/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0D0XPFNAFAMZ,Men's long sleeve t-shirt rocK - dark blue,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/21/878691/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1BX0WKNAFAMZ,V neck mens t shirt - White,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/80/482772/1.jpg,Men's clothing,T-shirts,Short sleeves
BR591MW1JBFMYNAFAMZ,Mens Short Sleeve Printed Round Neck Tee - 150 Grams,Jack & Jones,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/92/912362/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA00HGOANAFAMZ,3-in-1 Print Men Trend Short Sleeve T-Shirt Black Blue White,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/00/814762/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW098HI0NAFAMZ,Men's Fashion 4 TShirts Plain - White,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/15/512472/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA066VO8NAFAMZ,Stylish Men's Casual Slim Shirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/10/39868/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0ON59FNAFAMZ,whiskyky store Summer Mens Fashion Casual Letter Solid Color Print Short Sleeve T-Shirt Blouse,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/41/390691/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1FB06ENAFAMZ,White God Is Greater than Ups and Down Tshirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/86/173862/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0O85JFNAFAMZ,Men's Casual T Shirt Polo T Shirt Stripe Cotton T Shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/40/691211/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1215PHNAFAMZ,Striped Casual Slim Fit Short Sleeve V Neck Shirt Top Blouse,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/63/879461/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0ZKYH6NAFAMZ,Three pack Vneck Tshirts,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/59/764362/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0YT7KVNAFAMZ,Men's T-shirt tight-fitting fitness running training T-shirt stretch quick-drying round neck long sleeve,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/58/469791/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA1FRDX6NAFAMZ,Jay-Z Vol. 3 Life And Times Of S. Carter Men's Cotton Long Sleeve T-shirt Grey,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/86/93817/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0A9B9INAFAMZ,Men's Fashion TShirts Plain - White,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/17/230662/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0FB1RSNAFAMZ,Men Bts Funny T Shirts You Got No Jams Tee Shirt   Summer Short Sleeve Top Bangtan s Harajuku T-Shirt White Tee,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/25/709752/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW01PQT6NAFAMZ,Grey Custom RoundNeck Tshirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/02/880762/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW17KK6SNAFAMZ,Jungle Green Tshirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/73/182772/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0ERKX8NAFAMZ,5-piece Polo Shirt For Men,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/24/801452/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW10FYOSNAFAMZ,Matching Couple Black T-shirts,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/61/210972/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA1GYT65NAFAMZ,"3 pack tshirts white, black, grey",Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/88/964141/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840MW0LC6IKNAFAMZ,Stylish New Fashion Flame 3D Printed Hoodies Men's Color Fleece Hoodie,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/35/840252/1.jpg,Men's clothing,T-shirts,Short sleeves
MT474MW05HOC4NAFAMZ,KENYA SHIELD 2 TSHIRT,Mtoto Africa,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/09/222772/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1HIFIINAFAMZ,Grey Reggae Custom Tshirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/89/879562/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW0TPGOINAFAMZ,Three Pack Vneck Tshirts,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/49/896882/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW18A93QNAFAMZ,Add Jesus T-shirt Black.,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/74/381462/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA0M5DV5NAFAMZ,'My Tribe is Kenya' Print - Red Cotton T-shirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/37/202801/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW14PFUMNAFAMZ,Men's T-shirt Long Sleeve Sweatshirt Crew Neck Fashion,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/68/371582/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113MW1FXNLYNAFAMZ,Men's Fashion TShirts Plain - Black,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/87/230662/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA04158NNAFAMZ,UK STOCK Mens Chinese Style Long Sleeve Linen Shirt Loose V-neck Casual T-shirts,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/06/771911/1.jpg,Men's clothing,T-shirts,Short sleeves
GE840AA05NG9ENAFAMZ,Kenyatta 254 Tshirt,Generic,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/09/492242/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA04C4BQNAFAMZ,Men's Shirt Summer Fashion Cotton Short Sleeve Cartoon Printed Young Men T-shirt Round Collar Slim,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/07/283942/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0CUXT7NAFAMZ,Blue V neck PARIS SAINT GERMAIN (PSG) HOME KIT 2019/2020,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/21/598891/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA070O06NAFAMZ,Illuminati eye simple Unisex Tee design cotton blend T-Shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/11/788422/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA0UQGO5NAFAMZ,Color Block Rib Turndown Collar Panel Design Men T-shirt,Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/51/623141/1.jpg,Men's clothing,T-shirts,Short sleeves
FA113AA1DOZD5NAFAMZ," Plain round neck T-Shirt- Yellow",Fashion,https://KE.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/83/466761/1.jpg,Men's clothing,T-shirts,Short sleeves
